state,city,year,month,week,disease,cases,deaths,temperature,precipitation,lai,latitude,longitude
Maharashtra,Mumbai,2012,3,2,Acute Gastroenteritis,1,0,293.61,0.0,0.0,19.093449,72.873428
Maharashtra,Mumbai,2012,3,3,Dengue,12,0,295.56,0.93,3.09,19.076137,72.880694
Maharashtra,Mumbai,2012,3,3,Malaria,1,0,293.62,0.0,2.67,19.075775,72.881435
Maharashtra,Mumbai,2012,3,3,Typhoid,2,0,290.49,0.0,3.82,19.07719,72.887402
Maharashtra,Mumbai,2012,3,3,Diarrhea,8,0,290.98,1.71,2.15,19.090434,72.882541
Maharashtra,Mumbai,2012,3,3,Chikungunya,1,0,295.13,1.45,2.76,19.058136,72.879792
Maharashtra,Mumbai,2012,3,3,Cholera,0,0,292.01,2.4,1.8,19.071871,72.867301
Maharashtra,Mumbai,2012,3,3,Acute Gastroenteritis,2,0,295.59,2.73,2.26,19.068444,72.867122
Maharashtra,Mumbai,2012,3,4,Dengue,12,0,293.74,1.21,4.44,19.077144,72.880118
Maharashtra,Mumbai,2012,3,4,Malaria,4,0,292.75,0.55,1.9,19.081537,72.88732
Maharashtra,Mumbai,2012,3,4,Typhoid,2,0,286.37,0.0,1.85,19.081414,72.88442
Maharashtra,Mumbai,2012,3,4,Diarrhea,2,0,291.53,1.19,1.31,19.091334,72.866489
Maharashtra,Mumbai,2012,3,4,Chikungunya,3,0,294.49,3.54,4.12,19.084191,72.859193
Maharashtra,Mumbai,2012,3,4,Cholera,0,0,295.85,0.0,4.77,19.062502,72.878036
Maharashtra,Mumbai,2012,3,4,Acute Gastroenteritis,0,0,293.94,0.64,1.55,19.067428,72.855744
Maharashtra,Mumbai,2012,4,1,Dengue,13,1,292.73,3.25,3.31,19.078827,72.862544
Maharashtra,Mumbai,2012,4,1,Malaria,2,0,290.16,2.39,3.74,19.066246,72.880516
Maharashtra,Mumbai,2012,4,1,Typhoid,4,0,297.43,0.19,3.04,19.071173,72.862105
Maharashtra,Mumbai,2012,4,1,Diarrhea,6,0,293.01,1.0,4.11,19.08883,72.869099
Maharashtra,Mumbai,2012,4,1,Chikungunya,2,0,290.31,1.12,4.21,19.080749,72.878319
Maharashtra,Mumbai,2012,4,1,Cholera,1,0,291.54,1.41,2.81,19.091988,72.881307
Maharashtra,Mumbai,2012,4,1,Acute Gastroenteritis,3,0,295.45,0.11,5.24,19.08812,72.892393
Maharashtra,Mumbai,2012,4,2,Dengue,9,0,296.91,0.45,2.5,19.086596,72.874481
Maharashtra,Mumbai,2012,4,2,Malaria,3,0,298.67,3.2,3.56,19.068064,72.865977
Maharashtra,Mumbai,2012,4,2,Typhoid,1,0,295.01,1.01,2.5,19.086595,72.885904
Maharashtra,Mumbai,2012,4,2,Diarrhea,3,0,293.01,0.85,2.91,19.082681,72.887845
Maharashtra,Mumbai,2012,4,2,Chikungunya,3,0,292.33,0.0,0.21,19.086337,72.883973
Maharashtra,Mumbai,2012,4,2,Cholera,1,0,292.37,1.47,4.45,19.07775,72.87348
Maharashtra,Mumbai,2012,4,2,Acute Gastroenteritis,0,0,295.16,1.04,2.65,19.071017,72.877139
Maharashtra,Mumbai,2012,4,3,Dengue,6,0,295.0,1.87,3.01,19.065969,72.887559
Maharashtra,Mumbai,2012,4,3,Malaria,7,0,295.87,0.0,1.09,19.071243,72.877318
Maharashtra,Mumbai,2012,4,3,Typhoid,1,0,283.34,0.5,3.03,19.083977,72.886061
Maharashtra,Mumbai,2012,4,3,Diarrhea,3,0,294.27,0.0,2.95,19.071342,72.881459
Maharashtra,Mumbai,2012,4,3,Chikungunya,4,0,295.68,1.55,2.51,19.075838,72.863557
Maharashtra,Mumbai,2012,4,3,Cholera,2,0,288.3,0.84,1.56,19.073858,72.865548
Maharashtra,Mumbai,2012,4,3,Acute Gastroenteritis,0,0,295.05,0.72,3.28,19.070776,72.891009
Maharashtra,Mumbai,2012,4,4,Dengue,2,0,300.45,0.74,2.31,19.081112,72.880253
Maharashtra,Mumbai,2012,4,4,Malaria,2,0,290.52,0.27,1.51,19.082261,72.871873
Maharashtra,Mumbai,2012,4,4,Typhoid,2,0,292.75,1.98,3.25,19.071384,72.874917
Maharashtra,Mumbai,2012,4,4,Diarrhea,4,0,295.28,2.96,1.48,19.073837,72.878544
Maharashtra,Mumbai,2012,4,4,Chikungunya,0,0,294.77,0.69,2.82,19.068769,72.883879
Maharashtra,Mumbai,2012,4,4,Cholera,0,0,298.01,0.51,1.22,19.072358,72.880443
Maharashtra,Mumbai,2012,4,4,Acute Gastroenteritis,1,0,289.55,0.0,4.0,19.081436,72.86806
Maharashtra,Mumbai,2012,5,1,Dengue,3,0,295.18,0.0,1.95,19.066624,72.860113
Maharashtra,Mumbai,2012,5,1,Malaria,4,1,297.69,0.0,1.4,19.073311,72.86336
Maharashtra,Mumbai,2012,5,1,Typhoid,0,0,292.55,0.0,3.21,19.071716,72.881404
Maharashtra,Mumbai,2012,5,1,Diarrhea,4,0,293.37,1.62,1.29,19.088691,72.87854
Maharashtra,Mumbai,2012,5,1,Chikungunya,7,0,297.86,1.75,1.44,19.074002,72.875321
Maharashtra,Mumbai,2012,5,1,Cholera,0,0,289.67,1.11,5.83,19.074648,72.871923
Maharashtra,Mumbai,2012,5,1,Acute Gastroenteritis,1,0,295.36,0.0,1.46,19.074916,72.853114
Maharashtra,Mumbai,2012,5,2,Dengue,13,0,298.07,4.01,1.48,19.078653,72.874146
Maharashtra,Mumbai,2012,5,2,Malaria,2,0,294.57,1.31,2.37,19.087388,72.869614
Maharashtra,Mumbai,2012,5,2,Typhoid,0,0,294.46,2.64,2.89,19.060632,72.874937
Maharashtra,Mumbai,2012,5,2,Diarrhea,3,0,296.69,0.0,2.24,19.069314,72.870926
Maharashtra,Mumbai,2012,5,2,Chikungunya,3,0,297.66,0.0,1.51,19.07476,72.869801
Maharashtra,Mumbai,2012,5,2,Cholera,1,0,292.7,0.32,3.24,19.065376,72.87789
Maharashtra,Mumbai,2012,5,2,Acute Gastroenteritis,1,0,298.66,0.72,2.86,19.079073,72.906154
Maharashtra,Mumbai,2012,5,3,Dengue,13,0,293.98,3.4,2.58,19.088807,72.874559
Maharashtra,Mumbai,2012,5,3,Malaria,6,0,292.17,0.0,3.69,19.086367,72.874724
Maharashtra,Mumbai,2012,5,3,Typhoid,2,0,290.99,0.77,0.75,19.079334,72.898246
Maharashtra,Mumbai,2012,5,3,Diarrhea,3,0,292.61,1.2,4.53,19.084963,72.887095
Maharashtra,Mumbai,2012,5,3,Chikungunya,0,0,293.92,1.19,2.95,19.070407,72.880761
Maharashtra,Mumbai,2012,5,3,Cholera,1,0,292.33,0.41,1.95,19.064812,72.86865
Maharashtra,Mumbai,2012,5,3,Acute Gastroenteritis,2,0,293.4,1.61,2.74,19.093379,72.890111
Maharashtra,Mumbai,2012,5,4,Dengue,4,0,291.18,2.07,2.34,19.058543,72.871613
Maharashtra,Mumbai,2012,5,4,Malaria,6,0,298.72,1.39,4.64,19.0691,72.873164
Maharashtra,Mumbai,2012,5,4,Typhoid,1,0,293.31,0.0,0.97,19.076755,72.878501
Maharashtra,Mumbai,2012,5,4,Diarrhea,3,0,288.18,0.21,3.4,19.068093,72.88551
Maharashtra,Mumbai,2012,5,4,Chikungunya,4,0,296.36,0.78,4.09,19.061734,72.894527
Maharashtra,Mumbai,2012,5,4,Cholera,1,0,291.0,1.38,0.61,19.075404,72.886858
Maharashtra,Mumbai,2012,5,4,Acute Gastroenteritis,2,0,291.37,2.56,4.79,19.075547,72.880305
Maharashtra,Mumbai,2012,6,1,Dengue,21,0,292.87,3.11,1.77,19.072427,72.87426
Maharashtra,Mumbai,2012,6,1,Malaria,10,0,291.86,1.4,3.0,19.087961,72.879781
Maharashtra,Mumbai,2012,6,1,Typhoid,2,0,293.89,2.46,3.41,19.082534,72.860062
Maharashtra,Mumbai,2012,6,1,Diarrhea,3,0,296.77,4.39,3.32,19.092866,72.88157
Maharashtra,Mumbai,2012,6,1,Chikungunya,13,1,297.45,4.11,1.13,19.065262,72.885274
Maharashtra,Mumbai,2012,6,1,Cholera,1,0,300.6,2.26,2.95,19.083143,72.879802
Maharashtra,Mumbai,2012,6,1,Acute Gastroenteritis,4,0,296.35,3.49,2.73,19.060863,72.866554
Maharashtra,Mumbai,2012,6,2,Dengue,32,0,291.01,2.06,0.96,19.075618,72.887433
Maharashtra,Mumbai,2012,6,2,Malaria,13,0,297.74,5.07,3.39,19.077712,72.876687
Maharashtra,Mumbai,2012,6,2,Typhoid,1,0,291.34,5.83,3.71,19.082458,72.879545
Maharashtra,Mumbai,2012,6,2,Diarrhea,7,0,296.55,3.6,2.46,19.075873,72.885816
Maharashtra,Mumbai,2012,6,2,Chikungunya,5,0,295.45,1.78,3.07,19.091909,72.865622
Maharashtra,Mumbai,2012,6,2,Cholera,3,0,294.3,4.34,1.99,19.062403,72.887685
Maharashtra,Mumbai,2012,6,2,Acute Gastroenteritis,4,0,292.21,4.41,3.01,19.06984,72.857149
Maharashtra,Mumbai,2012,6,3,Dengue,27,0,297.47,1.82,2.78,19.061631,72.888611
Maharashtra,Mumbai,2012,6,3,Malaria,13,0,295.32,5.19,2.13,19.068831,72.868642
Maharashtra,Mumbai,2012,6,3,Typhoid,11,0,292.86,5.14,3.84,19.087796,72.87469
Maharashtra,Mumbai,2012,6,3,Diarrhea,6,0,292.39,2.95,2.37,19.074216,72.90463
Maharashtra,Mumbai,2012,6,3,Chikungunya,5,1,291.16,3.67,0.0,19.084042,72.877248
Maharashtra,Mumbai,2012,6,3,Cholera,0,0,295.56,3.99,2.65,19.070489,72.875181
Maharashtra,Mumbai,2012,6,3,Acute Gastroenteritis,3,0,293.23,3.04,3.23,19.065448,72.870526
Maharashtra,Mumbai,2012,6,4,Dengue,17,0,296.3,1.97,3.29,19.081662,72.886131
Maharashtra,Mumbai,2012,6,4,Malaria,8,0,294.72,4.0,3.88,19.084099,72.881934
Maharashtra,Mumbai,2012,6,4,Typhoid,2,0,293.03,4.73,3.57,19.055141,72.879951
Maharashtra,Mumbai,2012,6,4,Diarrhea,2,0,302.65,3.79,4.91,19.069942,72.876666
Maharashtra,Mumbai,2012,6,4,Chikungunya,9,0,296.65,5.14,3.43,19.084488,72.880846
Maharashtra,Mumbai,2012,6,4,Cholera,1,0,293.9,5.07,4.15,19.088151,72.872746
Maharashtra,Mumbai,2012,6,4,Acute Gastroenteritis,7,0,295.95,5.08,4.15,19.060143,72.880073
Maharashtra,Mumbai,2012,7,1,Dengue,36,0,296.55,3.01,3.58,19.082069,72.870089
Maharashtra,Mumbai,2012,7,1,Malaria,16,0,298.49,5.14,4.25,19.104444,72.87601
Maharashtra,Mumbai,2012,7,1,Typhoid,4,0,299.16,4.23,2.26,19.072999,72.87205
Maharashtra,Mumbai,2012,7,1,Diarrhea,10,0,291.54,4.42,1.09,19.06954,72.880423
Maharashtra,Mumbai,2012,7,1,Chikungunya,7,0,293.32,4.52,1.99,19.077697,72.871347
Maharashtra,Mumbai,2012,7,1,Cholera,2,0,296.51,6.46,3.14,19.080572,72.878716
Maharashtra,Mumbai,2012,7,1,Acute Gastroenteritis,4,0,297.29,4.68,1.73,19.086273,72.869759
Maharashtra,Mumbai,2012,7,2,Dengue,28,1,295.13,2.43,1.67,19.070611,72.876211
Maharashtra,Mumbai,2012,7,2,Malaria,6,0,296.79,3.74,2.53,19.08536,72.884858
Maharashtra,Mumbai,2012,7,2,Typhoid,2,0,293.71,3.78,0.41,19.075988,72.877139
Maharashtra,Mumbai,2012,7,2,Diarrhea,8,0,299.01,5.45,3.75,19.073719,72.864299
Maharashtra,Mumbai,2012,7,2,Chikungunya,12,0,293.09,6.57,2.33,19.06289,72.87533
Maharashtra,Mumbai,2012,7,2,Cholera,3,0,290.86,5.31,6.0,19.06397,72.883848
Maharashtra,Mumbai,2012,7,2,Acute Gastroenteritis,1,0,302.23,4.35,4.65,19.087676,72.870953
Maharashtra,Mumbai,2012,7,3,Dengue,28,0,296.07,3.4,3.59,19.080583,72.872058
Maharashtra,Mumbai,2012,7,3,Malaria,8,0,293.83,6.24,0.96,19.082065,72.898503
Maharashtra,Mumbai,2012,7,3,Typhoid,3,0,293.35,4.55,1.19,19.076216,72.885517
Maharashtra,Mumbai,2012,7,3,Diarrhea,4,0,294.93,5.5,2.56,19.070115,72.891238
Maharashtra,Mumbai,2012,7,3,Chikungunya,5,0,291.11,3.57,0.85,19.088408,72.890448
Maharashtra,Mumbai,2012,7,3,Cholera,4,0,296.23,3.58,4.27,19.079282,72.868825
Maharashtra,Mumbai,2012,7,3,Acute Gastroenteritis,1,0,289.71,4.49,3.26,19.073221,72.873736
Maharashtra,Mumbai,2012,7,4,Dengue,28,0,293.99,4.76,1.78,19.069789,72.877423
Maharashtra,Mumbai,2012,7,4,Malaria,11,0,296.31,3.48,1.84,19.077214,72.876802
Maharashtra,Mumbai,2012,7,4,Typhoid,5,0,297.31,5.33,3.51,19.069241,72.873763
Maharashtra,Mumbai,2012,7,4,Diarrhea,9,1,295.26,2.92,4.04,19.081689,72.866791
Maharashtra,Mumbai,2012,7,4,Chikungunya,4,0,297.45,3.69,0.71,19.09108,72.882064
Maharashtra,Mumbai,2012,7,4,Cholera,0,0,291.93,6.94,2.95,19.067899,72.877089
Maharashtra,Mumbai,2012,7,4,Acute Gastroenteritis,3,0,297.5,3.85,1.96,19.089859,72.876783
Maharashtra,Mumbai,2012,8,1,Dengue,24,0,298.82,4.68,2.79,19.061693,72.869196
Maharashtra,Mumbai,2012,8,1,Malaria,7,0,296.17,5.21,3.72,19.077507,72.881888
Maharashtra,Mumbai,2012,8,1,Typhoid,2,0,297.83,4.57,1.88,19.070739,72.879877
Maharashtra,Mumbai,2012,8,1,Diarrhea,10,0,297.93,2.54,0.68,19.072756,72.883072
Maharashtra,Mumbai,2012,8,1,Chikungunya,7,0,298.14,4.45,2.03,19.085162,72.876071
Maharashtra,Mumbai,2012,8,1,Cholera,1,0,300.88,5.05,0.75,19.088767,72.87694
Maharashtra,Mumbai,2012,8,1,Acute Gastroenteritis,3,0,294.44,4.72,0.93,19.06677,72.888339
Maharashtra,Mumbai,2012,8,2,Dengue,38,0,295.13,3.07,3.77,19.09253,72.868689
Maharashtra,Mumbai,2012,8,2,Malaria,11,0,300.36,2.57,1.36,19.092925,72.888637
Maharashtra,Mumbai,2012,8,2,Typhoid,2,0,294.58,2.96,2.3,19.064928,72.881584
Maharashtra,Mumbai,2012,8,2,Diarrhea,3,0,292.86,5.66,0.0,19.068546,72.887659
Maharashtra,Mumbai,2012,8,2,Chikungunya,13,0,298.06,4.48,1.08,19.076223,72.872212
Maharashtra,Mumbai,2012,8,2,Cholera,1,0,296.04,3.13,2.26,19.076234,72.870749
Maharashtra,Mumbai,2012,8,2,Acute Gastroenteritis,6,0,293.65,3.21,3.29,19.073645,72.878549
Maharashtra,Mumbai,2012,8,3,Dengue,24,0,295.46,2.29,0.92,19.088302,72.884517
Maharashtra,Mumbai,2012,8,3,Malaria,8,0,294.29,2.11,2.33,19.06694,72.868361
Maharashtra,Mumbai,2012,8,3,Typhoid,3,0,301.01,5.51,3.12,19.081385,72.86897
Maharashtra,Mumbai,2012,8,3,Diarrhea,8,0,300.15,5.32,4.25,19.062544,72.879937
Maharashtra,Mumbai,2012,8,3,Chikungunya,8,0,289.04,3.72,4.26,19.070222,72.867742
Maharashtra,Mumbai,2012,8,3,Cholera,1,0,295.21,2.96,2.85,19.079931,72.895191
Maharashtra,Mumbai,2012,8,3,Acute Gastroenteritis,2,0,296.18,0.88,4.64,19.061668,72.866462
Maharashtra,Mumbai,2012,8,4,Dengue,31,0,296.59,6.38,2.87,19.059579,72.883506
Maharashtra,Mumbai,2012,8,4,Malaria,8,0,303.05,3.17,4.91,19.056623,72.882701
Maharashtra,Mumbai,2012,8,4,Typhoid,5,0,294.82,4.98,2.2,19.077198,72.877466
Maharashtra,Mumbai,2012,8,4,Diarrhea,4,0,290.31,2.41,2.17,19.071054,72.889981
Maharashtra,Mumbai,2012,8,4,Chikungunya,11,0,298.99,4.05,3.39,19.074706,72.880861
Maharashtra,Mumbai,2012,8,4,Cholera,0,0,296.81,8.77,3.47,19.069761,72.874732
Maharashtra,Mumbai,2012,8,4,Acute Gastroenteritis,5,0,295.03,1.67,2.52,19.066925,72.880567
Maharashtra,Mumbai,2012,9,1,Dengue,33,0,299.53,0.77,4.09,19.070757,72.872916
Maharashtra,Mumbai,2012,9,1,Malaria,12,1,297.05,0.26,3.81,19.070546,72.856851
Maharashtra,Mumbai,2012,9,1,Typhoid,2,0,293.89,2.53,1.01,19.088318,72.8714
Maharashtra,Mumbai,2012,9,1,Diarrhea,6,0,298.81,0.0,2.12,19.082378,72.855075
Maharashtra,Mumbai,2012,9,1,Chikungunya,9,0,299.77,1.29,3.31,19.078382,72.863755
Maharashtra,Mumbai,2012,9,1,Cholera,4,0,297.72,1.31,1.48,19.078942,72.877999
Maharashtra,Mumbai,2012,9,1,Acute Gastroenteritis,3,0,298.68,0.0,3.67,19.061728,72.896644
Maharashtra,Mumbai,2012,9,2,Dengue,27,0,301.38,2.12,2.64,19.077027,72.872274
Maharashtra,Mumbai,2012,9,2,Malaria,10,0,306.56,0.63,3.2,19.06606,72.874659
Maharashtra,Mumbai,2012,9,2,Typhoid,2,0,295.56,0.0,2.87,19.069612,72.871691
Maharashtra,Mumbai,2012,9,2,Diarrhea,11,0,298.99,0.13,3.13,19.084965,72.876301
Maharashtra,Mumbai,2012,9,2,Chikungunya,10,0,293.89,0.0,0.59,19.070048,72.857581
Maharashtra,Mumbai,2012,9,2,Cholera,0,0,290.03,0.0,3.99,19.07681,72.885044
Maharashtra,Mumbai,2012,9,2,Acute Gastroenteritis,1,0,300.86,3.36,2.12,19.086567,72.884675
Maharashtra,Mumbai,2012,9,3,Dengue,29,0,298.82,1.77,2.4,19.069157,72.88355
Maharashtra,Mumbai,2012,9,3,Malaria,3,0,295.13,0.31,4.4,19.086675,72.862575
Maharashtra,Mumbai,2012,9,3,Typhoid,3,0,293.27,1.28,2.55,19.08004,72.879388
Maharashtra,Mumbai,2012,9,3,Diarrhea,6,0,299.71,0.08,3.26,19.071429,72.871289
Maharashtra,Mumbai,2012,9,3,Chikungunya,11,0,295.29,0.24,1.17,19.080647,72.874852
Maharashtra,Mumbai,2012,9,3,Cholera,0,0,296.69,3.51,1.44,19.064156,72.881147
Maharashtra,Mumbai,2012,9,3,Acute Gastroenteritis,2,0,299.39,2.31,1.03,19.075267,72.876706
Maharashtra,Mumbai,2012,9,4,Dengue,24,0,298.08,0.43,1.11,19.08886,72.870726
Maharashtra,Mumbai,2012,9,4,Malaria,13,0,298.63,0.57,2.09,19.074583,72.890603
Maharashtra,Mumbai,2012,9,4,Typhoid,2,0,292.94,0.0,4.81,19.078526,72.876766
Maharashtra,Mumbai,2012,9,4,Diarrhea,6,0,300.33,0.61,3.47,19.078333,72.86822
Maharashtra,Mumbai,2012,9,4,Chikungunya,6,0,294.96,0.82,2.93,19.077566,72.885952
Maharashtra,Mumbai,2012,9,4,Cholera,0,0,299.3,1.02,2.61,19.071647,72.897537
Maharashtra,Mumbai,2012,9,4,Acute Gastroenteritis,1,0,296.64,0.0,1.7,19.078485,72.881644
Maharashtra,Mumbai,2012,10,1,Dengue,13,1,301.0,1.45,1.91,19.073691,72.876902
Maharashtra,Mumbai,2012,10,1,Malaria,4,0,296.04,0.0,3.05,19.077225,72.887101
Maharashtra,Mumbai,2012,10,1,Typhoid,2,0,298.14,1.84,1.11,19.053209,72.884973
Maharashtra,Mumbai,2012,10,1,Diarrhea,0,0,297.91,1.14,3.47,19.064303,72.889736
Maharashtra,Mumbai,2012,10,1,Chikungunya,3,0,297.38,0.0,5.19,19.060221,72.870314
Maharashtra,Mumbai,2012,10,1,Cholera,2,0,292.56,0.72,4.01,19.077065,72.872237
Maharashtra,Mumbai,2012,10,1,Acute Gastroenteritis,0,0,298.51,0.88,3.67,19.094139,72.861588
Maharashtra,Mumbai,2012,10,2,Dengue,12,0,297.36,2.05,1.56,19.062481,72.87191
Maharashtra,Mumbai,2012,10,2,Malaria,7,0,300.46,0.0,1.75,19.077877,72.883773
Maharashtra,Mumbai,2012,10,2,Typhoid,2,0,302.05,1.15,2.04,19.082684,72.868795
Maharashtra,Mumbai,2012,10,2,Diarrhea,1,0,301.34,0.0,1.57,19.075895,72.88704
Maharashtra,Mumbai,2012,10,2,Chikungunya,5,0,297.88,0.0,2.27,19.093126,72.880476
